Judul Lagu,Lirik
Nella Kharisma – Golek Bolo Tambah Konco,aku golek konco adohadoh neng kutho aku golek bolo udu mung ndiwara pentg jujur mung waton awur tambah akur men iso dadi dulur ayo goyang bareng dew spaneng penakn musik ayo goyang rameram ilangak stres dew iso tambah fresh tenangk pikir men ra mikir utang wae mang pecel lel mbel mbel trasi nady aku wong kere kancanku nomer siji aku kow kabeh podo wae ojo sok mbedakk maneh nyepelek urip mung pis ojo mbok gaw susah okeho lek kanc ati iso bungah dol npak pur mulih npak motor mabur ayo podo akur iso dadi dulur aku golek konco adoh adoh nang kutho aku golek bolo udu mung ndiwara pentg jujur mung waton awur tambah akur men iso dadi dulur ayo goyang bareng dew spaneng penakn musik ayo goyang rameram ilangak stres dew iso tambah fresh tenangk pikir men ra mikir utang wae aku golek konco adoh adoh nang kutho aku golek bolo udu mung ndiwara pentg jujur mung waton awur tambah akur men iso dadi dulur ayo goyang bareng dew spaneng penakn musik ayo goyang rameram ilangak stres dew iso tambah fresh tenangk pikir men ra mikir utang wae golek bolo tambah konco usah mikir bondo pentg iso opi bareng atine neng ayo podo mren joget rameram kpul dadi siji dulur klawas pancen ndanganku koyo wong dal wong erti aku kiro prem nady tok ndugal aku udu cah nakal aku mung cah selo niat golek konco aku golek konco adoh adoh nang kutho aku golek bolo udu mung ndiwara pentg jujur mung waton awur tambah akur men iso dadi dulur ayo goyang bareng dew spaneng penakn musik ayo goyang rameram ilangak stres dew iso tambah fresh tenangk pikir men ra mikir utang wae lalalalala lalalalala lalalalala lalalalala lalalalala lalalalala lalalalala lalalalala lalalalala lalalalala lalalalala lalalalala lalalalala lalalalala lalalalala lalalalala
Ilux – Salah Pilih Jodo,jerun loro nong njero ati buru iki isun dari tiban riko mainan mburi welas suci riko sulayani kurang par isun yang welas isun riko buang buang tapi riko mageh seng rongso sering gaw sun sekso pomo biso sun njaluk tolong riko alio teko urip isun mergo kuat isun nah tatu soyo tambah jeru pomo biso sun milih jodo mest isun seng milih riko bangur isun buang adoh adoh welas sun nyang riko jerun loro nong njero ati buru iki isun dari tiban riko mainan mburi welas suci riko sulayani kurang par isun yang welas isun riko buang buang tapi riko mageh seng rongso sering gaw sun sekso pomo biso sun njaluk tolong riko alio teko urip isun mergo kuat isun nah tatu soyo tambah jeru pomo biso sun milih jodo mest isun seng milih riko bangur isun buang adoh adoh welas sun nyang riko pomo biso sun njaluk tolong riko alio teko urip isun mergo kuat isun nah tatu soyo tambah jeru pomo biso sun milih jodo mest isun seng milih riko bangur isun buang adoh adoh welas sun nyang riko bangur isun buang adoh adoh welas sun nyang riko
Via Vallen – Ngeliyo,loron ati bagai tertusuk duri arep obah dadi males awakku lemes raiso mbat aku mencoba kuat malah tambah loro kelingan eliyo nandur mbang malah tukul brambang gaw mripat nangis ati tansah irisiris nyongko kow milih wong liyo padahal aku lalu ono ratau gaw loro pancen ngene balesanmu aku mung iso pasrah tangiso kui dadi karepmu janji tyo iki mung dadi cerito mergo kow malah milih wong liyo peduli piy perasaanku arep moto kow malah eliyo kadung tres aku gaw loro lahku ini kamu malah pergi nyesek njero ati aku cta mati padahal aku tulus kow malah elarani bab larani jan aku bal aku ro kow kadung terlalu dalam jujur aku ra kuat elakoni tres aku kudu erasakk sliramu mbagi ati janji tyo iki mung dadi cerito mergo kow malah milih wong liyo peduli piy perasaanku arep moto kow malah eliyo bubur kacang ijo campur ketan ireng ajur njobo jero mikir kow dadi cleng pilih mang sego timbang mang roti ra nyongko kow tego janjimu tok blenjani tresna tenan malah tok dolan atiku gampang nompo kahan kudu ikhlas elalekk kubur dalamdalam mugo terakhir alami gagal pancen ngene balesanmu aku mung iso pasrah tangiso dadi karepmu janji tyo iki mung dadi cerito mergo kow malah milih wong liyo peduli piy perasaanku arep moto kow malah eliyo janji tyo iki mung dadi cerito mergo kow malah milih wong liyo peduli piy perasaanku arep moto kow malah eliyo
Mergo Enak X Pendhoza – Mantan Dadi Manten,tulung percoyo wae kui jodohmu bakal ancani uripmu bakal njogo atimu aku ikhlas nompo kasunyat pentg bungah atimu pentg suci niatmu rasah tok piker getun ono njero atiku mergo aku cukup dadi masa lalu dongakk bakal langgeng klawas rasah kuatir aku lila nady tggal lunga tulung percoyo atiku aku kuat nyawang sliramu biyen mant dadi manten pelam wong liyo tal asmara iki dadi cerita anggonku duweni roso kudu iso ilang tresna jebul jodon wong liyo aku ikhlas iso bar nerimo rasah tok piker getun ono njero atiku mergo aku cukup dadi masa lalu dongakk bakal langgeng klawas rasah kuatir aku lila nady tggal lunga tulung percoyo atiku aku kuat nyawang sliramu biyen mant dadi manten pelam wong liyo ati tata mangkat undang rabimu tangisi mergo masa laluku mugo bahagia pilihanmu mant dadi manten miker ra perlu rasah tok piker getun ono njero atiku mergo aku cukup dadi masa lalu dongakk bakal langgeng klawas rasah kuatir aku lila nady tggal lunga tulung percoyo atiku aku kuat nyawang sliramu biyen mant dadi manten pelam wong liyo dongakk bakal langgeng klawas rasah kuatir aku lila nady tggal lunga tulung percoyo atiku aku kuat nyawang sliramu biyen mant dadi manten pelam wong liyo
Vita Alvia – Jagad Tresno,barung sworo ang jemblegur ombak goro elgak sliramu tansah tres ltang mburat tawang langit sar gebyar ancani piku ku melayang amboro ang titipn ged roso tres sepi tanpo sliramu koyo godong garg mabur lelimeng pginku sandg makantar geni asmoro biso madangi sukmo tombo kasmar jiwo kalbu jagad tres barung sworo ang jemblegur ombak goro elgak sliramu tansah tres ltang mburat tawang langit sar gebyar ancani piku ku melayang amboro ang titipn ged roso tres sepi tanpo sliramu koyo godong garg mabur lelimeng pginku sandg makantar geni asmoro biso madangi sukmo tombo kasmar jiwo kalbu jagad tres
PasSelo – Miker Miker,pertama kali bertemu aku durung ono roso ro sliramu suwen dino dadi ono roso kabeh jeneng tres rungok sworon atiku gonku nandang roso kangen mrg sliramu jaluk tulus iso nompo dudu mergo bondho utowo peksa adoh aku susah cedak aku bungah kangen bisa terobati aku mileh mileh liyan malah iseh miker miker karena ada yang jadi alas tresnaku yang kini kau gantungk ctaku wis pupuk ra mlempem koyo krupuk mung arep mergo ati karep aku wani berjuang mung modal yang rao liyan atiku mpey nber one rasah miker pdo ojo maido podo podo le jomblo mugo iso dadi jodo ojo mergo pekso iso nompo kabeh lakoni kanthi lilo adoh aku susah cedak aku bungah kangen bisa terobati aku mileh mileh liyan malah iseh miker miker karena ada yang jadi alas tresnaku yang kini kau gantungk aku mileh mileh liyan malah iseh miker miker karena ada yang jadi alas tresnaku yang kini kau gantungk tresnaku yang kini kau gantungk
Eny Sagita – Lingso Tresno,sdap ono rambutku iseh biso kramasi eramasi loro ati gampang koyo mijet wohg ranti lgso ono rambutku iseh biso petani metani loro ati gampang koyo mijet wohg ranti endah ombak goro parangtritis kidul yogya elg aku tansah elg nady kow ra elg sdap ono rambutku iseh biso kramasi eramasi loro ati gampang koyo mijet wohg ranti lgso ono rambutku iseh biso petani metani loro ati gampang koyo mijet wohg ranti endah ombak goro parangtritis kidul yogya elg aku tansah elg nady kow ra elg sdap ono rambutku iseh biso kramasi eramasi loro ati gampang koyo mijet wohg ranti lgso ono rambutku iseh biso petani metani loro ati gampang koyo mijet wohg ranti endah ombak goro parangtritis kidul yogya elg aku tansah elg nady kow ra elg
Nella Kharisma – Matur Nuwun,walau memang harus memiliki namun rdu ini kit kali nyatan jal kow nggalk aku aku ra nyongko aku ra iro walau hati hancur bertubitubi mendengar ctamu yang telah pergi akun batas kanc kow apusi aku aku rapopo kudu terimo matur nuwun gelem abari undang tanpo wanti aku loro ati tresnamu gawanen bali janur kung uwes melengkung nandakn tres rampung pun cekap menten nderek langkung walau hati hancur bertubitubi mendengar ctamu yang telah pergi akun batas kanc kow apusi aku aku rapopo kudu terimo matur nuwun gelem abari undang tanpo wanti aku loro ati tresnamu gawanen bali janur kung uwes melengkung nandakn tres rampung pun cekap menten nderek langkung biasa sakiti biasa loro ati ibarat langit mendung aku nyiapk payung ilat tanpo balung tresnaku rampung matur nuwun elarani yang iki aku dew mung iso ndongakk langgeng lawas matur nuwun gelem abari undang tanpo wanti aku loro ati tresnamu gawanen bali janur kung uwes melengkung nandakn tres rampung pun cekap menten nderek langkung matur nuwun gelem abari undang tanpo wanti aku loro ati tresnamu gawanen bali janur kung uwes melengkung nandakn tres rampung pun cekap menten nderek langkung
Blackpink – As If It’s Your Last (Japanese Version),jenni lisa littl bit of that littl bit of this littl bit of that gimm gimm gimm gimm littl bit of that jenni anata shika mie nai doki doki sichau wa aka ramu kao mun no naka mo omoi doori ni ika nao jisoo hito nigiri no suna no you marud anata wa tegowai hodo hikareru motto omoi doori ni ika nao rosé watashi no toiki o kanjit hosii mitsu met itemo missg you dakara won’t you set me fre jenni rosé baby motto gyutto tsuyoku zutto daki shimet nanimo ira nao sunao ni ima kiss o sit hosii igo no ai no you lisa igo no you sa sa igo no you sai go no yoru no you lov igo no you sa sa igo no you ashita ga konai you lov uh imma fall in lov baby you gon fna catch me uh giv you all of this baby call me pretty and nasty caus we gonna get it my lov you can bet it on black we gon doubl the stack on them whoa i be the bonni and you be my clyd we rid or die xs and os jisoo jik ga sugi temo aseru ima dani anata ga subeteyo missg you dakara won’t you set me fre rosé jenni baby motto gyutto tsuyoku zutto daki shimet nanimo ira nao sunao ni ima kiss o sit hosii igo no ai no you lisa igo no you sa sa igo no you sai go no yoru no you lov igo no you sa sa igo no you ashita ga konai you lov jenni rosé lisa one two thre kara hajimeru wa sshit ushiro furimuka nai wa watashi no subet o uketom te yo dar ni mo jama sase nai wa blackpk in your area jenni rosé baby motto gyutto tsuyoku zutto daki shimet nanimo ira nao sunao ni ima kiss o sit hosii igo no ai no you lisa igo no you sa sa igo no you sai go no yoru no you lov igo no you sa sa igo no you ashita ga konai you lov
Nova Queen – Malik Wektu,nelongso biso tompo naliko kow medotn tres rasan mung loroloro iro kow tego pomo biso malik wektu pengenku kow dadi duwekku nyatan gayuh ltang tawang nyandg among nyawang neng endi anggonku biso golek tombo kangen neng dodo jujur tenan tresnaku neng kow antio pren biso lalek lawas pomo biso malik wektu pengenku kow dadi duwekku nyatan gayuh ltang tawang nyandg among nyawang neng endi anggonku biso golek tombo kangen neng dodo jujur tenan tresnaku neng kow antio pren neng endi anggonku biso golek tombo kangen neng dodo jujur tenan tresnaku neng kow antio pren biso lalek lawas
Ilux – Cukup,mest isun seng nyepuro welas isun mesti siosio seng pis pdu riko njaluk puro pungkasan soyo jeru tambah loro cukup cukup yang isun tggalen timbang ajak balen bangur isun pisah cukup cukup yang men baen welas isun ilang loro temen isun seng betah sun seng nggup ambi loron ati mest isun seng nyepuro welas isun mesti siosio seng pis pdu riko njaluk puro pungkasan soyo jeru tambah loro cukup cukup yang isun tggalen timbang ajak balen bangur isun pisah cukup cukup yang men baen welas isun ilang loro temen isun seng betah sun seng nggup ambi loron ati cukup cukup yang isun tggalen timbang ajak balen bangur isun pisah cukup cukup yang men baen welas isun ilang loro temen isun seng betah sun seng nggup ambi loron ati
Madesu – Tibo Tangi,aku kadung tres kow seng ono neng dodo yo mung kow seng gaw aku bahagia kurang lehku berjuang nggo kow seng yang kow gaw aku lar esemmu kui mangatku naj kow durung duweku pancen enes ngene banget uripku ben dino aku ancani njaluk mesti turuti malah wong liyo tok tresnani nibo tangi lakoni eneng yo mung wani mergo tres kudu nduweni aku kudu lilo naj atiku loro wong seng tresnani ra tau iso erteni aku kurang anti kow raiso nompo kabeh lakoni gaw loro ati ben dino bareng mung iso nyawang mergo kow ra tres ro aku gaw loro aku tetep berjuang naj rep lar seng pentg kow neng aku iso kap kap tres ro kow anti koyo dan yo mung mikir kow aku anti lali mang aku ikhlas bakal njogo kow tek mati ra kudu nduweni naj loro ati nibo tangi lakoni eneng yo mung wani mergo tres kudu nduweni aku kudu lilo naj atiku loro wong seng tresnani ra tau iso erteni aku kurang anti kow raiso nompo kabeh lakoni gaw loro ati tek iki nggo kow aku bar naj mbok gaw loro atiku kudu jembar lilo legowo mbat aku kuat rai gedek rasah isin pentg wani nekat mung iso dedungo ben wayah ben dino aku gelo naj mbok gaw loro aku dudu wong lemah seng gampang menyerah aku mbok tompo eneng yo mung pasrah nibo tangi lakoni eneng yo mung wani mergo tres kudu nduweni aku kudu lilo naj atiku loro wong seng tresnani ra tau iso erteni aku kurang anti kow raiso nompo kabeh lakoni gaw loro ati aku kudu lilo naj atiku loro wong seng tresnani ra tau iso erteni aku kurang anti kow raiso nompo kabeh lakoni gaw loro ati
Putri Regina – Bungkus Sego,pengen nangis pengen njerit mpek kbanter suworo kerono ra kuat nandang loro mbeset ati pikir tresnomu apusi atiku mpek koyo bungkus sego entek mbok uncal uwis pancen kow trah tego temenan tresnoku yangku bangeten pancen ra tres ndang nygkrio pengen nangis pengen njerit mpek kbanter suworo kerono ra kuat nandang loro mbeset ati pikir tresnomu apusi atiku mpek koyo bungkus sego entek mbok uncal uwis pancen kow trah tego temenan tresnoku yangku bangeten pancen ra tres ndang nygkrio pancen ra tres ndang nygkrio
Jihan Audy – Sorry I’m Sorry,rasan koyo wong mati suri kelingan kow elarani ati mengapa dulu aku kau ctai karang kau tggal pergi ibarat gurun ra dadi kali ra bakal aku mbaleni pilih pergi timbang loro ati kon balen sorry i’m sorry ra abot aku nggalk kow mergo aku oleh gant ra abot aku nggalk kow ojo rongso kow ganteng dew lanang ra mung siji kow pergi golek ganti timbang pikir angkrem pikir dadi spaneng abang abang lamb kow omong kpenan terus laku golek dalanku dew lakuanmu soyo kece bik sel gue golek spirasi rasah kakeh atraksi manungso mung elampahi gusti allah ijabahi kow aku takdirn pancen du jodon rasan koyo wong mati suri kelingan kow elarani ati mengapa dulu aku kau ctai karang kau tggal pergi ibarat gurun ra dadi kali ra bakal aku mbaleni pilih pergi timbang loro ati kon balen sorry i’m sorry ra abot aku nggalk kow mergo aku oleh gant ra abot aku nggalk kow ojo rongso kow ganteng dew lanang ra mung siji kow pergi golek ganti timbang pikir angkrem pikir dadi spaneng abang abang lamb kow omong kpenan terus laku golek dalanku dew lakuanmu soyo kece bik sel gue golek spirasi rasah kakeh atraksi manungso mung elampahi gusti allah ijabahi kow aku takdirn pancen du jodon ra abot aku nggalk kow mergo aku oleh gant ra abot aku nggalk kow ojo rongso kow ganteng dew lanang ra mung siji kow pergi golek ganti timbang pikir angkrem pikir dadi spaneng abang abang lamb kow omong kpenan terus laku golek dalanku dew lakuanmu soyo kece bik sel gue golek spirasi rasah kakeh atraksi manungso mung elampahi gusti allah ijabahi kow aku takdirn pancen du jodon
Wiwik Sagita – Mendem Kangen,abot rasan nandang kangen ati mergo tresnoku gedi tansah kelingan awan bengi mung biso telfon marang sliramu gaw tombo kangen rduku mergo adoh jarak sliramu mendem kangen jrong atiku soyo jeru mung telfon sliramu mendem kangen pengen temu nady dep marem atiku mendem kangen jrong atiku nambah jeru mergo tresnoku mendem kangen pengen temu nady delo adem atiku abot rasan nandang kangen ati mergo tresnoku gedi tansah kelingan awan bengi mung biso telfon marang sliramu gaw tombo kangen rduku mergo adoh jarak sliramu mendem kangen jrong atiku soyo jeru mung telfon sliramu mendem kangen pengen temu nady dep marem atiku mendem kangen jrong atiku nambah jeru mergo tresnoku mendem kangen pengen temu nady delo adem atiku nady delo adem atiku
Anzalna Rahma – Lagu Galau,jar ibuku luweh penak loro untu loro ati gaw awak iso kuru gak iso maju mikir terus dal buntu melongo galau ben malem mggu mikir dadi soro nangis malah dadi ngsoro kake mang ati risi gateli lakoni kabeh seng kon karepi ra perlu mikir pdo seng tresnani lakoni kabeh seng kon karepi ra perlu mikir pdo awakmu tresnani aku gak wedi nek misal kow lali kabeh seng lakoni dadi iki kwis kabeh mari arep kow iso ilang mggat lungo ra usah bali mikir dadi soro nangis malah dadi ngsoro kake mang ati risi gateli lakoni kabeh seng kon karepi ra perlu mikir pdo seng tresnani lakoni kabeh seng kon karepi ra perlu mikir pdo awakmu tresnani mikir dadi soro nangis malah dadi ngsoro kake mang ati risi gateli lakoni kabeh seng kon karepi ra perlu mikir pdo seng tresnani lakoni kabeh seng kon karepi ra perlu mikir pdo awakmu tresnani lakoni kabeh seng kon karepi ra perlu mikir pdo tresnani
James AP – Ngenes Tanpo Riko,magih tah elg bengen wayah sun ndg guyon loron koyo ono mang magih tah elg riko isun matri janji bareng urip neng bareng iki wangsewang riko pgin urip dewek ambi pendiri riko iki isun biso par mung siji hang pgin sun mpekaken isun enes isun enes isun enes urip tanpo riko sun magih elg bengen riko sun ndg guyon loron koyo ono mang sun magih elg riko isun matri janji bareng pengen urip bareng iki wangsewang riko pgin urip dewek ambi pendiri riko iki isun biso par mung siji hang pgin sun mpekaken iki wangsewang riko pgin urip dewek ambi pendiri riko iki isun biso par mung siji hang pgin sun mpekaken isun enes isun enes isun enes urip tanpo riko isun enes isun enes isun enes urip tanpo riko isun enes isun enes isun enes urip tanpo riko isun enes isun enes isun enes urip tanpo riko
Rina Amelia – Layang Kangen,layangmu tompo wgi woco karep atimu trenyuh ati moco tulisanmu ra roso netes eluh pipiku pomo tanganku dadi swiwi ugo aku mesti enggal bali piy maneh mergo kahananku wong bagus enteno tekaku ra maido sopo wong kangen adoh bojo pengen turu angel merem ra maido sopo wong trenyuh ra pethuk wetoro pengen weruh percoyo aku kuat atimu wong bagus enteno tekaku pomo tanganku dadi swiwi ugo aku mesti enggal bali piy maneh mergo kahananku wong bagus enteno tekaku ra maido sopo wong kangen adoh bojo pengen turu angel merem ra maido sopo wong trenyuh ra pethuk wetoro pengen weruh percoyo aku kuat atimu wong bagus enteno tekaku wong bagus enteno tekaku
Agung Pradanta – Ora Butuh Tresnamu,ati durung lilo gaw aku loro seng elg yo mung siji ati nek larani bakal iso bali piy aku erti awakmu rasah apusi tres tok bagi atiku tok larani aku bakal bali aku butuh tresnamu cukup elarani atiku gampang ilangk loro seng bekas neng dodo naj angel lalek aku tetep terus coba seng mulai cukup ojo goleki aku butuh tresnamu cukup elarani atiku gampang ilangk loro seng bekas neng dodo naj angel lalek aku tetep terus coba seng mulai cukup ojo goleki cukup ojo goleki
Nonna 3In1 – Eneng Kangen Abang,abang mana emang apa napa gak pulang pulang pergya jang lama eneng pengen jpa galau pengen manja jang suka ilang tanpa kasih kabar nanti eneng ambil orang jang suka bik eneng sepi takut nanti kalau rayu orang eneng kangen abang kangen berdua eneng kangen abang get waktu bercanda eneng kangen abang kangen pengen bermesra eneng kangen abang kangen belaianmu yang eneng kangen bang abang mana eneng kangen bang abang mana abang mana emang apa napa gak pulang pulang pergya jang lama eneng pengen jpa galau pengen manja jang suka ilang tanpa kasih kabar nanti eneng ambil orang jang suka bik eneng sepi takut nanti kalau rayu orang eneng kangen abang kangen berdua eneng kangen abang get waktu bercanda eneng kangen abang kangen pengen bermesra eneng kangen abang kangen belaianmu yang eneng kangen bang abang mana eneng kangen bang abang mana
Blackpink – Whistle (Acoustic Version),jisoo hey boy lisa make’ em whistl lik a missil bomb bomb every tim i show up blow up uh jenni make’ em whistl lik a missil bomb bomb every tim i show up blow up uh rosé neon neomu aredawo neol ijeul suga eobseo geu nunbichi ajik nareul ireohk olleg hae boom boom lisa rong puluh papat telungatus enem puluh lima ojik neowa gati hagopa najedo i bamedo ireohk neoreul wonha ooh ooh jenni yeah modeun namjadeuri nal maeil check out daebubuni nal gajil su itda chaggak jeolda manheun geol wonchi anha mameul wonha nan neon simjangeul doryeona boyeobwa aju ssikssighag ttaeron chic chic hag so hot so hot naega eojjeol jul moreug hae najimagi bulleojwo nae gwitga doneun hwiparamcheoreom rosé idaero jachiji mayo neodo nacheoreom nal ijeul suga eobdamyeon woah jisoo neol hyangh i maeeun fir nae simjangi ppareug ttwijanha jeomjeom gakkai deullijanha hwiparam jenni uh hwi param param param can you hear that lisa hwi parapara para bam jisoo hwiparam jenni uh hwi param param param can you hear that jisoo hwi parapara para bam jenni hold up amu mal haji ma just whistl to my heart geu soriga jig nareul ireohk olleg hae boom boom jisoo enggageun jiruha neukkimi shhh every day all day nae gyeotem isseojwo zoom zoom lisa uh eonjena nan styl’ dodohajim ne apeseon darl’ tteugeowojijanha lik a desert island neo aragalsurok ullyeodaeneun maesok geuman naeppa neomeowara naeg boy ijen checkmat geimeun naega win uh huh nan neol taekha anajwo deo sege nuga neol garo cha gagi jeon naega uh jisoo idaero jachiji mayo neodo nacheoreom nal ijeul suga eobdamyeon woah rosé neol hyangh i maeeun fir nae simjangi ppareug ttwijanha jeomjeom gakkai deullijanha hwiparam jenni uh hwi param param param can you hear that lisa hwi parapara para bam rosé hwiparam jenni uh hwi param param param can you hear that jisoo hwi parapara para bam rosé this beat got me feel’ lik jenni baramcheoreom uchyeoganeun heunh yeoni anigil jisoo manheun mareun pilyo eobseo rosé jig neoui gyeot nareul deryeoga jwo oh
Jihan Audy – Konco Roso Sedulur,aku nduw konco konco roso dulur kadang apik kadang padu akur nek apik podo curhat alor idul nek neng neng ulat podo njegadul aku nduw konco konco roso dulur neng neng bareng bareng menikmati alur nek ono masalah podo saling menghibur nek podo kpul neng ukur kamu buk hanya kedar tahu namaku tapi mua kurang dan lebihanku saling njogo nerimo pengerten gatekn aku sibuk apapun lali aku koncomu persahabat itu bagaik pompong kadang banyak kepo kadang juga banyak rempong naj koyo tom and jerry sithik sithik gelut tapi yo piy jat itu saling membutuhk aku nduw konco konco roso dulur kadang apik kadang padu akur nek apik podo curhat alor idul nek neng neng ulat podo njegadul aku nduw konco konco roso dulur neng neng bareng bareng menikmati alur nek ono masalah podo saling menghibur nek podo kpul neng ukur aku bahagia punya temen kayak kamu kangen kangen sel deng mua konyolanmu temu delo ati rasan rdu naj ben temu anan mung ajak padu mari habisk waktu bebareng bel waktu akan melenyapk bersama mugo mugo lawas abadi lek kanc anti pati tekan yo tetep nyambung dulur aku nduw konco konco roso dulur kadang apik kadang padu akur nek apik podo curhat alor idul nek neng neng ulat podo njegadul aku nduw konco konco roso dulur neng neng bareng bareng menikmati alur nek ono masalah podo saling menghibur nek podo kpul neng ukur aku nduw konco konco roso dulur kadang apik kadang padu akur nek apik podo curhat alor idul nek neng neng ulat podo njegadul aku nduw konco konco roso dulur neng neng bareng bareng menikmati alur nek ono masalah podo saling menghibur nek podo kpul neng ukur
Mahesa – Nyelintut,piro pter riko apusi piro rapet riko nutupi sun erti tapi isun meneng ojo riko garap isun paham nyeltut riko yo nyang mburi nisun piro akeh alas isun tetep roso perkoro apusi hak riko wajib isun nyambut percoyo piro ged bar sun sun tggal riko ojo getun piro pter riko apusi piro rapet riko nutupi sun erti tapi isun meneng ojo riko garap isun paham nyeltut riko yo nyang mburi nisun piro akeh alas isun tetep roso perkoro apusi hak riko wajib isun nyambut percoyo piro ged bar sun sun tggal riko ojo getun perkoro apusi hak riko wajib isun nyambut percoyo piro ged bar sun sun tggal riko ojo getun sun tggal riko ojo getun
Nella Kharisma – Ra Nduweni,cobo rungok sworo atiku mergo abot nyonggo pisah sliramu elg semono isih bebareng iki ganti crito kabeh tresnamu nangis atiku elg nelongso rasan naliko kudu melepas lungomu nrimo kudu pisah naliko isih yang nyapo temu akhir ra biso sandg iki amung kangeni biso nduweni tansah elg njero ati manggon soyo jeru sliramu iki amung kangeni biso nduweni nady elalekn jenengmu soyo patri tresnamu aku iseh iso lalekak sliramu nady biso nduweni rogomu tresnomu nelongson ati garis kudu nerimo perpisah lungamu tres ra kudu nduweni nyandg sliramu cobo rungok sworo atiku mergo abot nyonggo pisah sliramu elg semono isih bebareng iki ganti crito kabeh tresnamu nangis atiku elg nelongso rasan naliko kudu melepas lungomu nrimo kudu pisah naliko isih yang nyapo temu akhir ra biso sandg iki amung kangeni biso nduweni tansah elg njero ati manggon soyo jeru sliramu iki amung kangeni biso nduweni nady elalekn jenengmu soyo patri tresnamu
Nella Kharisma – Demi Kowe,mas aku bali arep nepati janji jaluk kow ra apusi lungaku wgi amung golek rejeki buktek kow ojo mbedo ati pren suwen aku lunga nggal kow adoh par yo mung nggo kow aku lilo adoh omah adoh wong tuwo demi kow tetep mulya tresnaku ra bakal ilang naj adoh paranku tiaku kow tek matiku aku ilang mergo kahan aku apusi bakal perjuangk mikir masa dep golek modal nggo suk rabi duduk di pelam mugo gusti ijabahi aku kow dadi siji bakal urip bebray ojo wedi lang aku ndgmu ancani uripmu mergo yo mung kow gaw neng atiku pren suwen aku lunga nggal kow adoh par yo mung nggo kow aku lilo adoh omah adoh wong tuwo demi kow tetep mulya tresnaku ra bakal ilang naj adoh paranku tiaku kow tek matiku mergo tres aku biso adoh par jogo roso goda teko aku iwo iki urip bareng susah neng lakoni ono kow aku wani adepi urip matur suwun wis gelem nompo aku mpun percoyo janji janjiku bakal jaga tekang patiku kanggoku awakmu kui harga riku pren suwen aku lunga nggal kow adoh par yo mung nggo kow aku lilo adoh omah adoh wong tuwo demi kow tetep mulya tresnaku ra bakal ilang naj adoh paranku tiaku kow tek matiku aku lilo adoh omah adoh wong tuwo demi kow tetep mulya tresnaku ra bakal ilang naj adoh paranku tiaku kow tek matiku
Agung Pradanta – Ngerteni (feat. Eva Santika),tresnaku mung siji atiku rao liyan iso erteni aku susah neng lakoni bareng kabeh waton lakoni naj kabeh aku uwis erteni omonganmu kui mung apusi padahal tresnamu ra mung siji slama ra erti isi ati jeron tresnaku sliramu iki bukti omonganmu kui raiso erteni kadang nek temu padu malah kadang omonganmu dadi bungah atiku kjan piy karepmu piy karepmu nengang atur kadang omonganmu elantur pengen aku tok atur bukti arep tok gowo ensi lama pitakonku durung tok jawabi aku ra pgin atur aku ra pgin udur pginku yo mung siji iso erteni kabeh kui karepmu ra erti karepku coba dadi aku piy rasan dadi tresna loromu slama ra erti isi ati jeron tresnaku sliramu iki bukti omonganmu kui raiso erteni aku ra pgin atur aku ra pgin udur pginku yo mung siji iso erteni kabeh kui karepmu ra erti karepku coba dadi aku piy rasan dadi tresna loromu aku ra pgin atur aku ra pgin udur pginku yo mung siji iso erteni kabeh kui karepmu ra erti karepku coba dadi aku piy rasan dadi tresna loromu
Nella Kharisma – Kawin Mlayu,naj ra oleh restu aku marang wong tuaku terjangan gandolan kow yangku lilo tggal omah menyang sliramu naj mengko paito urip panggah lakoni kahanan mekso aku kaw mlayu mergo iki ra jaman siti nurbaya ati kadung yang ati kadung tres cegah ra bakal ilang roso asmoro naj ra oleh restu aku marang wong tuaku terjangan gandolan kow yangku lilo tggal omah menyang sliramu naj mengko paito urip panggah lakoni kahanan mekso aku kaw mlayu mergo iki ra jaman siti nurbaya ati kadung yang ati kadung tres cegah ra bakal ilang roso asmoro kahanan mekso aku kaw mlayu mergo iki ra jaman siti nurbaya ati kadung yang ati kadung tres cegah ra bakal ilang roso asmoro
Laddy Wijaya – Koyo Langit Ambi Bumi,koyo langit ambi bumi isun riko lawas mungk biso sandg dar isun sopo osg pantes biso nyandg urip riko usapen eloh moto lilak sun lungo dudu mergo kurang welas nngeliyo tapi mergo ono restu teko wong tuwek riko ktulus welas isun nyang riko cukup nyak atine wong tuwek riko dar isun osg nduw dunyo hang bandg ambi riko lilak isun lilak trimo baen wong liyo hang pilih makn isun simpen roso nong jero dodo koyo langit ambi bumi isun riko lawas mungk biso sandg dar isun sopo osg pantes biso nyandg urip riko usapen eloh moto lilak sun lungo dudu mergo kurang welas nngeliyo tapi mergo ono restu teko wong tuwek riko ktulus welas isun nyang riko cukup nyak atine wong tuwek riko dar isun osg nduw dunyo hang bandg ambi riko lilak isun lilak trimo baen wong liyo hang pilih makn isun simpen roso nong jero dodo ktulus welas isun nyang riko cukup nyak atine wong tuwek riko dar isun osg nduw dunyo hang bandg ambi riko lilak isun lilak trimo baen wong liyo hang pilih makn isun simpen roso nong jero dodo
